RaceNo,WPM,Accuracy,Points,Date,Rank,Racers
14462,108,99.1,76,2021-08-26,1,5
14463,105,98.5,87,2021-08-26,3,5
14464,96,97.9,155,2021-08-27,3,5
14465,93,98.6,73,2021-08-27,2,5
14466,92,97.5,70,2021-08-27,1,5
14467,87,96.4,106,2021-08-27,1,3
14468,102,98.6,80,2021-08-27,1,5
14469,96,97.3,78,2021-08-27,1,5
14470,97,97.2,55,2021-08-27,4,5
14471,87,96.7,52,2021-08-27,3,5
14472,89,95.6,89,2021-08-27,3,5
14473,92,97.8,59,2021-08-27,3,5
14474,90,97.4,95,2021-08-27,2,4
14475,92,97.2,66,2021-08-27,1,5
14476,83,96.9,43,2021-08-27,2,5
14477,104,98.6,68,2021-08-27,1,5
14478,102,98.3,55,2021-08-27,4,5
14479,75,94.7,46,2021-08-27,3,4
14480,113,98.1,70,2021-08-27,1,5
14481,83,95.6,65,2021-08-27,2,5
14482,95,97.6,123,2021-08-27,2,4
14483,90,97.8,55,2021-08-27,1,5
14484,100,98.3,113,2021-08-27,1,5
14485,99,98.3,112,2021-08-27,2,5
14486,93,97.0,89,2021-08-27,1,5
14487,90,97.7,60,2021-08-27,3,5
14488,92,97.1,55,2021-08-27,5,5
14489,109,98.9,93,2021-08-27,2,4
14490,95,98.6,49,2021-08-27,1,4
14491,91,97.2,93,2021-08-27,2,5
14492,95,98.0,124,2021-08-27,1,5
14493,101,98.1,74,2021-08-27,1,5
14494,116,99.4,73,2021-08-27,3,5
14495,101,98.0,55,2021-08-27,2,5
14496,111,99.6,89,2021-08-27,1,5
14497,92,97.5,37,2021-08-27,2,5
14498,98,98.5,62,2021-08-27,1,5
14499,96,97.2,35,2021-08-27,5,5
14500,96,97.1,82,2021-08-27,2,5
14501,110,98.1,121,2021-08-27,1,5
14502,99,97.3,119,2021-08-28,3,5
14503,94,96.7,103,2021-08-28,3,4
14504,103,98.6,65,2021-08-29,2,4
14505,93,97.5,121,2021-08-29,2,5
14506,114,99.5,78,2021-08-29,1,5
14507,106,98.8,85,2021-08-29,2,5
14508,94,97.7,103,2021-08-29,1,5
14509,102,99.5,70,2021-08-29,1,5
14510,110,98.6,108,2021-08-29,1,5
14511,102,97.8,80,2021-08-29,1,5
14512,103,98.0,80,2021-08-29,3,3
14513,106,98.6,69,2021-08-29,3,5
14514,87,96.9,61,2021-08-29,3,5
14515,90,96.4,61,2021-08-29,5,5
14516,105,98.9,52,2021-08-29,1,5
14517,100,97.5,75,2021-08-29,4,5
14518,117,98.8,57,2021-08-29,1,5
14519,109,98.4,155,2021-08-29,1,4
14520,103,97.8,93,2021-08-29,1,5
14521,114,97.9,108,2021-08-29,2,4
14522,101,97.2,148,2021-08-29,1,5
14523,88,95.6,66,2021-08-29,4,5
14524,90,97.4,52,2021-08-29,2,5
14525,108,98.1,96,2021-08-29,1,5
14526,96,98.3,46,2021-08-29,3,5
14527,113,98.9,73,2021-08-29,3,5
14528,92,96.1,152,2021-08-29,3,5
14529,90,97.3,38,2021-08-29,1,5
14530,84,96.8,57,2021-08-29,4,5
14531,99,97.4,126,2021-08-29,2,4
14532,89,97.1,125,2021-08-29,2,5
14533,84,96.7,53,2021-08-29,3,5
14534,93,96.4,76,2021-08-29,3,5
14535,84,97.9,81,2021-08-29,4,5
14536,97,98.3,92,2021-08-29,2,5
14537,104,98.7,85,2021-08-29,1,5
14538,93,96.9,73,2021-08-29,2,5
14539,98,98.1,51,2021-08-29,1,4
14540,101,97.8,71,2021-08-29,2,5
14541,92,96.6,92,2021-08-29,2,5
14542,90,96.6,63,2021-08-29,1,5
14543,98,98.2,87,2021-08-30,2,4
14544,112,99.1,43,2021-08-30,2,4
14545,88,95.6,53,2021-08-30,4,5
14546,94,97.1,99,2021-08-30,1,5
14547,95,96.1,130,2021-08-30,4,5
14548,90,98.3,33,2021-08-30,3,3
14549,84,96.1,61,2021-08-30,4,5
14550,96,97.8,80,2021-08-30,3,5
14551,118,99.6,85,2021-08-30,1,5
14552,101,97.5,89,2021-08-30,4,5
14553,99,98.4,101,2021-08-30,1,5
14554,88,97.1,75,2021-08-30,1,3
14555,107,99.3,96,2021-08-30,1,4
14556,102,98.2,75,2021-08-30,3,5
14557,99,97.2,143,2021-08-30,2,4
14558,87,97.4,108,2021-08-31,1,5
14559,81,96.9,41,2021-08-31,1,5
14560,78,96.1,48,2021-08-31,4,5
14561,85,96.3,82,2021-08-31,3,5
14562,89,97.9,47,2021-08-31,3,5
14563,101,99.0,62,2021-08-31,1,5
14564,97,98.4,53,2021-08-31,3,5
14565,111,98.3,98,2021-08-31,1,5
14566,84,96.8,74,2021-08-31,4,5
14567,119,99.7,141,2021-08-31,1,4
14568,106,99.4,65,2021-08-31,1,5
14569,100,98.7,86,2021-08-31,1,4
14570,104,98.4,86,2021-08-31,3,5
14571,100,97.7,67,2021-08-31,1,5
14572,97,97.1,118,2021-08-31,1,5
14573,103,98.9,52,2021-08-31,4,5
14574,99,97.5,92,2021-08-31,2,5
14575,101,98.0,274,2021-08-31,1,4
14576,94,98.1,87,2021-08-31,1,4
14577,94,98.3,66,2021-08-31,2,5
14578,94,97.4,75,2021-08-31,3,5
14579,107,99.1,82,2021-08-31,1,5
14580,102,98.5,63,2021-08-31,4,4
14581,89,97.1,67,2021-08-31,4,5
14582,96,97.0,48,2021-08-31,2,4
14583,85,95.8,64,2021-08-31,3,5
14584,91,97.1,72,2021-08-31,1,5
14585,97,97.5,106,2021-08-31,3,5
14586,89,95.6,51,2021-08-31,3,5
14587,87,97.6,48,2021-08-31,1,4
14588,90,96.8,106,2021-08-31,3,5
14589,100,97.0,67,2021-08-31,2,5
14590,99,97.3,67,2021-08-31,3,5
14591,89,98.5,62,2021-08-31,2,4
14592,102,96.8,49,2021-08-31,1,5
14593,105,98.7,74,2021-08-31,1,4
14594,95,97.2,85,2021-08-31,3,5
14595,99,97.3,79,2021-08-31,3,5
14596,91,97.3,58,2021-08-31,1,3
14597,97,96.5,104,2021-08-31,2,5
14598,93,97.1,42,2021-08-31,3,5
14599,100,97.9,62,2021-08-31,2,5
14600,99,97.2,69,2021-08-31,1,5
14601,110,98.0,176,2021-08-31,1,4
14602,98,97.8,115,2021-08-31,1,5
14603,90,96.7,63,2021-08-31,4,5
14604,92,97.7,107,2021-08-31,3,5
14605,90,97.3,47,2021-08-31,1,5
14606,100,97.7,70,2021-08-31,1,5
14607,103,98.0,96,2021-08-31,2,5
14608,104,98.3,82,2021-08-31,1,5
14609,102,97.2,22,2021-08-31,1,5
14610,104,98.0,85,2021-08-31,2,5
14611,81,96.7,39,2021-08-31,3,5
14612,102,98.2,72,2021-08-31,3,4
14613,106,98.0,182,2021-08-31,2,5
14614,102,98.4,119,2021-08-31,1,5
14615,119,99.5,77,2021-08-31,1,5
14616,118,99.5,73,2021-08-31,3,4
14617,102,97.9,117,2021-08-31,1,2
14618,95,97.1,136,2021-08-31,2,5
14619,113,97.7,81,2021-08-31,1,5
14620,94,98.1,57,2021-08-31,2,5
14621,106,99.3,58,2021-08-31,2,5
14622,99,97.3,150,2021-08-31,2,3
14623,91,96.3,76,2021-08-31,5,5
14624,103,98.3,72,2021-08-31,1,5
14625,104,97.2,100,2021-08-31,1,5
14626,116,99.1,81,2021-08-31,3,5
14627,112,98.3,39,2021-08-31,1,5
14628,100,98.0,82,2021-08-31,2,5
14629,106,98.6,115,2021-08-31,1,5
14630,102,97.1,111,2021-08-31,1,4
14631,96,98.5,75,2021-08-31,1,5
14632,114,98.7,85,2021-08-31,2,5
14633,92,97.1,83,2021-08-31,4,4
14634,102,98.8,111,2021-08-31,2,5
14635,92,97.5,37,2021-08-31,3,5
14636,109,98.4,122,2021-08-31,1,5
14637,112,98.7,101,2021-08-31,2,5
14638,89,96.5,83,2021-08-31,4,5
14639,106,96.9,62,2021-08-31,2,5
14640,105,97.5,72,2021-08-31,2,5
14641,108,97.2,99,2021-08-31,1,5
14642,108,98.3,93,2021-08-31,2,5
14643,99,97.4,92,2021-08-31,1,5
14644,96,96.7,88,2021-08-31,2,5
14645,108,97.6,96,2021-08-31,1,5
14646,98,98.0,101,2021-09-01,1,5
14647,99,97.3,69,2021-09-01,2,5
14648,102,97.4,108,2021-09-01,2,5
14649,97,98.2,106,2021-09-01,2,5
14650,87,97.0,81,2021-09-01,1,5
14651,113,98.5,79,2021-09-01,1,5
14652,90,97.7,66,2021-09-01,3,5
14653,105,97.9,129,2021-09-01,1,5
14654,116,99.4,66,2021-09-01,1,5
14655,109,97.8,121,2021-09-01,2,4
14656,98,97.5,64,2021-09-01,1,5
14657,99,97.8,101,2021-09-01,3,4
14658,108,98.7,86,2021-09-01,1,5
14659,103,98.4,87,2021-09-01,3,4
14660,105,98.2,72,2021-09-01,2,4
14661,93,97.7,80,2021-09-01,1,4
14662,94,97.5,45,2021-09-01,1,5
14663,96,96.6,67,2021-09-01,3,5
14664,108,98.7,87,2021-09-01,1,5
14665,87,95.4,58,2021-09-01,2,4
14666,89,96.3,106,2021-09-01,2,5
14667,89,96.5,97,2021-09-01,3,5
14668,95,96.7,166,2021-09-01,4,5
14669,102,97.3,99,2021-09-01,1,5
14670,80,95.0,50,2021-09-01,2,5
14671,109,98.6,40,2021-09-01,1,5
14672,116,99.3,60,2021-09-01,1,5
14673,124,100.0,62,2021-09-01,1,4
14674,95,96.9,74,2021-09-01,3,5
14675,103,97.9,60,2021-09-01,3,5
14676,103,97.7,81,2021-09-01,1,5
14677,107,98.5,86,2021-09-01,1,5
14678,107,97.7,64,2021-09-01,2,5
14679,85,96.5,54,2021-09-01,2,5
14680,105,98.1,70,2021-09-01,2,4
14681,104,97.6,116,2021-09-01,1,5
14682,97,97.3,159,2021-09-01,1,5
14683,103,97.4,272,2021-09-01,2,5
14684,114,98.4,176,2021-09-01,1,5
14685,93,96.2,65,2021-09-01,2,5
14686,90,95.7,70,2021-09-01,3,5
14687,102,97.6,102,2021-09-01,1,4
14688,117,99.0,72,2021-09-01,4,4
14689,102,97.6,89,2021-09-01,3,5
14690,102,97.4,60,2021-09-01,1,5
14691,103,98.3,113,2021-09-01,2,5
14692,109,100.0,60,2021-09-01,1,4
14693,110,98.9,99,2021-09-01,1,5
14694,102,97.9,81,2021-09-01,2,5
14695,73,96.7,46,2021-09-01,3,5
14696,104,98.4,83,2021-09-01,1,5
14697,105,98.4,116,2021-09-01,1,5
14698,96,96.8,118,2021-09-01,2,5
14699,104,98.2,49,2021-09-02,1,5
14700,100,98.0,82,2021-09-02,4,5
14701,102,97.5,44,2021-09-02,3,5
14702,102,98.7,75,2021-09-02,1,5
14703,107,98.4,98,2021-09-02,2,5
14704,90,97.9,98,2021-09-02,1,4
14705,112,99.0,140,2021-09-02,1,5
14706,107,97.8,93,2021-09-02,2,5
14707,115,99.2,90,2021-09-02,3,5
14708,88,96.4,61,2021-09-02,4,5
14709,106,99.2,46,2021-09-02,2,5
14710,94,97.9,91,2021-09-02,3,5
14711,110,98.3,108,2021-09-02,1,5
14712,95,97.0,78,2021-09-02,2,3
14713,105,97.6,135,2021-09-02,1,5
14714,102,98.3,130,2021-09-02,2,5
14715,88,97.2,94,2021-09-02,2,5
14716,96,96.9,74,2021-09-02,3,5
14717,102,98.4,83,2021-09-02,3,5
14718,118,100.0,77,2021-09-02,1,5
14719,100,97.4,89,2021-09-02,4,5
14720,105,97.4,125,2021-09-02,1,4
14721,103,98.0,87,2021-09-02,2,5
14722,99,97.4,124,2021-09-02,2,5
14723,97,97.5,66,2021-09-02,1,5
14724,103,98.2,79,2021-09-02,2,3
14725,96,97.4,104,2021-09-02,2,5
14726,109,98.3,93,2021-09-02,1,5
14727,101,97.7,94,2021-09-02,2,5
14728,97,96.3,76,2021-09-02,1,5
14729,96,97.9,67,2021-09-02,2,5
14730,98,97.2,74,2021-09-02,1,5
14731,92,96.6,69,2021-09-02,4,5
14732,101,97.8,85,2021-09-02,1,4
14733,107,98.2,150,2021-09-02,1,4
14734,105,98.1,63,2021-09-02,1,5
14735,112,99.2,90,2021-09-02,1,5
14736,109,98.1,116,2021-09-02,2,5
14737,105,98.9,87,2021-09-02,2,5
14738,100,97.2,93,2021-09-02,2,4
14739,90,96.2,64,2021-09-02,1,5
14740,110,99.2,74,2021-09-03,3,5
14741,90,97.0,49,2021-09-03,3,5
14742,89,97.5,83,2021-09-03,1,2
14743,103,98.0,133,2021-09-03,2,3
14744,105,98.8,54,2021-09-03,3,5
14745,92,97.0,97,2021-09-03,1,5
14746,95,97.6,108,2021-09-03,4,5
14747,102,98.0,180,2021-09-03,4,5
14748,94,98.1,76,2021-09-03,1,5
14749,110,98.6,73,2021-09-03,1,5
14750,127,99.4,66,2021-09-03,1,5
14751,103,99.3,44,2021-09-03,3,5
14752,104,98.0,161,2021-09-03,2,5
14753,101,97.6,93,2021-09-03,4,5
14754,95,97.0,65,2021-09-03,2,4
14755,106,97.9,128,2021-09-03,2,5
14756,111,99.0,76,2021-09-03,2,5
14757,110,98.4,58,2021-09-03,1,5
14758,98,96.5,75,2021-09-03,3,4
14759,102,96.2,51,2021-09-03,2,5
14760,117,99.6,109,2021-09-03,1,4
14761,81,95.4,60,2021-09-03,4,5
14762,98,97.1,73,2021-09-03,1,4
14763,103,97.7,115,2021-09-03,2,5
14764,119,99.0,121,2021-09-03,1,5
14765,108,98.7,70,2021-09-03,1,4
14766,92,96.3,205,2021-09-03,3,4
14767,109,97.3,94,2021-09-03,1,5
14768,112,97.5,63,2021-09-03,1,5
14769,110,97.9,107,2021-09-03,2,4
14770,102,97.7,91,2021-09-03,1,5
14771,107,98.3,143,2021-09-03,2,4
14772,98,96.0,46,2021-09-03,4,5
14773,116,99.3,97,2021-09-03,2,5
14774,92,96.2,86,2021-09-05,3,4
14775,100,98.3,90,2021-09-05,3,4
14776,94,96.9,52,2021-09-05,2,4
14777,85,97.3,45,2021-09-05,3,5
14778,116,98.8,60,2021-09-05,1,4
14779,114,99.3,55,2021-09-05,1,5
14780,82,96.8,80,2021-09-05,3,5
14781,95,97.2,74,2021-09-05,1,5
14782,97,97.8,84,2021-09-05,1,4
14783,84,97.1,67,2021-09-05,1,5
14784,85,97.9,51,2021-09-05,1,5
14785,98,98.1,60,2021-09-05,2,5
14786,104,98.6,74,2021-09-05,3,5
14787,99,98.7,99,2021-09-05,4,5
14788,105,99.5,63,2021-09-05,1,5
14789,93,96.6,130,2021-09-05,2,5
14790,105,99.2,44,2021-09-06,1,5
14791,86,96.6,73,2021-09-06,4,5
14792,96,97.6,95,2021-09-06,3,4
14793,97,98.0,90,2021-09-06,3,5
14794,110,98.4,114,2021-09-06,1,4
14795,95,98.7,41,2021-09-06,3,4
14796,107,97.6,135,2021-09-06,2,5
14797,90,96.8,63,2021-09-06,2,4
14798,96,97.9,99,2021-09-08,2,5
14799,90,98.2,81,2021-09-08,2,5
14800,87,97.5,91,2021-09-08,1,5
14801,103,98.5,88,2021-09-08,1,5
14802,89,98.1,89,2021-09-08,2,5
14803,105,98.1,100,2021-09-08,1,5
14804,101,97.4,71,2021-09-08,4,5
14805,81,95.8,54,2021-09-08,4,5
14806,114,99.1,84,2021-09-08,1,5
14807,104,98.7,92,2021-09-08,3,4
14808,98,98.0,94,2021-09-08,4,5
14809,103,98.4,106,2021-09-08,3,4
14810,103,98.0,60,2021-09-08,1,5
14811,91,97.2,59,2021-09-08,2,5
14812,82,97.7,55,2021-09-08,5,5
14813,104,97.6,75,2021-09-08,1,5
14814,108,98.9,102,2021-09-08,1,5
14815,128,99.5,79,2021-09-08,2,5
14816,107,98.0,71,2021-09-08,2,4
14817,90,97.4,90,2021-09-08,3,5
14818,92,96.6,92,2021-09-08,2,5
14819,85,96.3,103,2021-09-08,1,4
14820,115,98.4,92,2021-09-08,1,5
14821,102,97.7,137,2021-09-08,1,3
14822,98,97.1,93,2021-09-08,2,5
14823,103,97.8,58,2021-09-08,1,5
14824,101,97.7,84,2021-09-11,2,5
14825,97,97.4,164,2021-09-11,3,5
14826,105,98.6,161,2021-09-11,1,4
14827,107,98.4,189,2021-09-11,1,4
14828,87,96.0,67,2021-09-11,2,5
14829,82,96.7,56,2021-09-11,4,5
14830,95,97.4,98,2021-09-11,1,5
14831,87,97.0,62,2021-09-11,1,5
14832,91,98.3,62,2021-09-11,2,5
14833,102,98.4,89,2021-09-11,1,5
14834,96,97.7,62,2021-09-11,1,5
14835,101,98.4,57,2021-09-11,2,4
14836,91,97.5,64,2021-09-11,2,5
14837,100,97.3,78,2021-09-11,1,5
14838,101,98.0,74,2021-09-11,3,5
14839,97,97.9,172,2021-09-11,1,5
14840,98,98.2,104,2021-09-11,1,4
14841,114,99.5,179,2021-09-11,1,5
14842,113,99.2,104,2021-09-11,2,5
14843,95,97.6,66,2021-09-11,3,5
14844,97,97.9,76,2021-09-11,5,5
14845,83,96.2,59,2021-09-11,3,5
14846,99,97.3,79,2021-09-11,2,5
14847,114,98.9,85,2021-09-12,3,5
14848,106,98.1,106,2021-09-12,4,5
14849,106,97.0,112,2021-09-12,1,5
14850,121,99.4,63,2021-09-12,1,5
14851,99,97.7,142,2021-09-12,2,4
14852,100,98.0,60,2021-09-12,3,5
14853,95,96.0,51,2021-09-12,4,5
14854,112,99.0,75,2021-09-12,1,5
14855,101,98.6,92,2021-09-12,2,5
14856,108,98.9,63,2021-09-12,2,5
14857,101,98.1,112,2021-09-12,2,5
14858,106,98.2,86,2021-09-12,2,4
14859,95,97.1,137,2021-09-12,2,5
14860,107,99.1,94,2021-09-12,1,3
14861,125,99.5,79,2021-09-12,1,4
14862,107,99.0,64,2021-09-12,2,5
14863,95,97.4,52,2021-09-12,3,5
14864,104,98.2,88,2021-09-12,3,4
14865,84,98.0,98,2021-09-13,1,4
14866,109,99.5,78,2021-09-14,2,4
14867,103,98.7,98,2021-09-14,3,5
14868,114,99.5,74,2021-09-14,1,5
14869,90,97.1,45,2021-09-14,3,5
14870,96,97.4,43,2021-09-14,2,5
14871,103,99.0,158,2021-09-14,1,4
14872,98,98.2,44,2021-09-14,1,5
14873,106,98.9,92,2021-09-14,1,5
14874,110,99.0,73,2021-09-14,1,5
14875,94,96.8,95,2021-09-14,2,2
14876,107,98.3,143,2021-09-14,1,5
14877,99,98.4,178,2021-09-14,1,5
14878,86,95.8,62,2021-09-14,2,5
14879,112,99.3,91,2021-09-14,1,5
14880,105,99.6,63,2021-09-14,1,5
14881,101,97.7,67,2021-09-14,2,5
14882,97,98.9,26,2021-09-14,1,5
14883,87,97.5,36,2021-09-14,4,5
14884,94,97.1,65,2021-09-14,1,5
14885,92,97.0,98,2021-09-14,1,5
14886,113,99.1,86,2021-09-14,3,4
14887,99,98.2,120,2021-09-14,2,5
14888,87,98.9,43,2021-09-14,1,4
14889,99,97.8,150,2021-09-14,3,4
14890,106,98.4,133,2021-09-14,2,5
14891,100,98.0,70,2021-09-14,2,4
14892,109,98.6,51,2021-09-14,4,5
14893,99,97.8,157,2021-09-14,3,3
14894,94,97.8,72,2021-09-17,1,5
14895,97,97.7,106,2021-09-17,1,5
14896,106,97.9,117,2021-09-17,2,5
14897,100,97.2,85,2021-09-17,1,4
14898,93,96.4,108,2021-09-17,4,5
14899,84,96.3,46,2021-09-17,3,4
14900,106,98.1,188,2021-09-17,1,4
14901,91,96.3,74,2021-09-17,1,5
14902,114,98.7,76,2021-09-17,3,5
14903,105,97.5,92,2021-09-17,2,5
14904,115,99.0,103,2021-09-17,5,5
14905,103,97.7,167,2021-09-17,1,5
14906,97,98.2,70,2021-09-17,2,5
14907,102,97.2,94,2021-09-17,2,4
14908,89,96.6,70,2021-09-17,2,5
14909,96,96.8,120,2021-09-17,1,5
14910,105,98.3,93,2021-09-17,3,5
14911,96,96.8,90,2021-09-18,2,5
14912,99,97.1,109,2021-09-18,1,5
14913,106,98.4,76,2021-09-18,1,4
14914,103,97.3,176,2021-09-18,1,4
14915,101,97.3,74,2021-09-18,1,4
14916,96,97.7,54,2021-09-18,1,5
14917,108,97.8,93,2021-09-18,1,5
14918,103,97.6,47,2021-09-18,1,5
14919,101,97.9,72,2021-09-18,4,5
14920,94,96.8,58,2021-09-18,2,5
14921,118,98.5,89,2021-09-18,1,4
14922,114,98.6,122,2021-09-18,1,5
14923,127,99.5,89,2021-09-18,2,5
14924,104,98.0,129,2021-09-19,3,4
14925,125,99.5,79,2021-09-19,1,5
14926,95,97.2,49,2021-09-19,3,5
14927,103,97.8,71,2021-09-19,2,5
14928,105,98.6,109,2021-09-19,1,4
14929,114,99.4,65,2021-09-19,1,5
14930,104,99.1,73,2021-09-19,2,5
14931,103,97.5,79,2021-09-19,4,5
14932,119,99.6,95,2021-09-19,2,3
14933,102,98.7,51,2021-09-19,1,5
14934,126,99.7,159,2021-09-19,4,5
14935,92,96.9,80,2021-09-19,3,5
14936,103,98.1,105,2021-09-19,1,5
14937,119,98.8,214,2021-09-19,1,5
14938,94,97.0,77,2021-09-19,3,4
14939,111,98.1,76,2021-09-19,2,3
14940,88,95.1,43,2021-09-19,1,5
14941,102,98.0,36,2021-09-19,3,5
14942,95,98.0,99,2021-09-19,2,5
14943,95,96.9,86,2021-09-19,4,5
14944,95,97.4,75,2021-09-19,1,5
14945,104,97.7,114,2021-09-19,1,5
14946,98,97.7,182,2021-09-21,4,5
14947,92,99.3,41,2021-09-21,3,5
14948,109,99.6,87,2021-09-21,1,5
14949,86,96.6,79,2021-09-21,5,5
14950,88,97.0,60,2021-09-21,3,4
14951,105,97.6,73,2021-09-21,2,5
14952,109,98.1,159,2021-09-21,1,5
14953,102,97.9,133,2021-09-21,1,5
14954,113,99.2,90,2021-09-21,1,2
14955,97,97.6,60,2021-09-21,2,5
14956,111,99.2,197,2021-09-21,1,5
14957,99,98.2,89,2021-09-21,3,4
14958,102,97.6,87,2021-09-21,2,5
14959,89,97.6,73,2021-09-21,2,5
14960,119,99.6,94,2021-09-21,1,5
14961,100,97.3,62,2021-09-21,2,3
14962,88,97.6,85,2021-09-21,1,5
14963,123,99.3,112,2021-09-21,1,5
14964,109,99.0,100,2021-09-21,1,5
14965,95,96.7,120,2021-09-21,1,5
14966,102,98.0,80,2021-09-21,1,5
14967,108,98.7,119,2021-09-21,1,5
14968,120,99.0,142,2021-09-21,1,5
14969,113,98.1,239,2021-09-21,1,4
14970,87,96.8,74,2021-09-21,2,3
14971,112,98.6,108,2021-09-22,3,5
14972,106,97.8,83,2021-09-22,3,5
14973,108,99.0,170,2021-09-22,1,3
14974,110,98.4,88,2021-09-22,1,5
14975,114,98.8,108,2021-09-22,1,5
14976,90,97.1,87,2021-09-22,2,4
14977,99,98.7,68,2021-09-22,1,3
14978,105,98.1,95,2021-09-23,1,5
14979,111,99.1,79,2021-09-23,3,5
14980,110,98.4,86,2021-09-23,1,4
14981,105,97.7,130,2021-09-23,2,4
14982,113,98.7,45,2021-09-23,1,5
14983,106,98.3,101,2021-09-25,3,5
14984,114,98.9,118,2021-09-25,3,5
14985,118,99.1,83,2021-09-25,3,4
14986,99,97.5,79,2021-09-25,5,5
14987,101,98.7,96,2021-09-25,2,4
14988,123,99.6,88,2021-09-25,1,4
14989,108,97.5,133,2021-09-25,1,5
14990,98,98.0,38,2021-09-26,1,4
14991,103,98.4,79,2021-09-26,2,5
14992,96,96.7,92,2021-09-26,4,5
14993,83,96.9,98,2021-09-26,4,5
14994,103,98.4,88,2021-09-26,2,5
14995,111,99.1,83,2021-09-26,5,5
14996,104,98.2,68,2021-09-26,1,5
14997,92,97.0,57,2021-09-26,2,5
14998,112,99.0,153,2021-09-26,2,4
14999,99,96.8,87,2021-09-26,2,5
15000,105,98.3,72,2021-09-26,1,5
15001,109,98.5,94,2021-09-26,1,5
15002,98,97.0,101,2021-09-26,2,5
15003,102,97.1,85,2021-09-26,2,5
15004,108,97.5,83,2021-09-26,3,5
15005,90,95.9,82,2021-09-26,5,5
15006,119,99.6,92,2021-09-26,1,5
15007,107,98.2,100,2021-09-26,2,5
15008,103,97.0,91,2021-09-26,2,5
15009,87,97.9,64,2021-09-26,3,5
15010,107,98.3,43,2021-09-26,2,5
15011,100,99.2,71,2021-09-26,2,4
15012,102,97.2,118,2021-09-26,2,5
15013,116,99.2,91,2021-09-26,1,5
15014,110,98.3,81,2021-09-26,1,3
15015,118,98.4,100,2021-09-26,1,5
15016,110,98.6,127,2021-09-26,1,5
15017,97,97.4,50,2021-09-26,1,5
15018,109,99.4,56,2021-09-26,1,5
15019,112,99.3,91,2021-09-26,1,4
15020,106,97.9,145,2021-09-26,3,4
15021,113,98.3,128,2021-09-26,2,3
15022,106,98.1,106,2021-09-26,2,3
15023,83,95.7,36,2021-09-26,4,5
15024,112,98.5,90,2021-09-26,2,5
15025,92,97.2,51,2021-09-26,1,5
15026,98,97.2,89,2021-09-26,1,5
15027,112,98.2,77,2021-09-26,3,5
15028,105,98.3,56,2021-09-26,3,5
15029,113,99.5,68,2021-09-26,2,5
15030,107,97.8,80,2021-09-26,3,5
15031,103,97.1,89,2021-09-26,1,5
15032,86,95.9,39,2021-09-26,4,5
15033,94,96.1,42,2021-09-26,2,5
15034,113,99.2,109,2021-09-26,1,4
15035,106,97.0,157,2021-09-26,1,4
15036,109,98.2,71,2021-09-26,2,3
15037,105,98.2,82,2021-09-26,1,5
15038,104,97.6,116,2021-09-26,3,4
15039,105,98.8,84,2021-09-27,1,5
15040,84,96.2,43,2021-09-27,4,4
15041,89,97.3,92,2021-09-27,3,5
15042,91,95.7,77,2021-09-27,2,5
15043,89,97.2,80,2021-09-27,3,4
15044,106,99.1,89,2021-09-27,1,3
15045,92,96.4,53,2021-09-27,2,5
15046,100,97.9,143,2021-09-27,2,5
15047,105,98.1,107,2021-09-27,1,5
15048,99,96.7,75,2021-09-27,3,5
15049,99,96.5,80,2021-09-30,2,5
15050,105,98.1,67,2021-09-30,1,5
15051,117,99.3,144,2021-09-30,1,3
15052,120,99.2,90,2021-09-30,2,4
15053,99,97.4,77,2021-09-30,2,5
15054,107,97.5,63,2021-09-30,1,5
15055,104,96.8,184,2021-09-30,2,5
15056,105,97.7,113,2021-09-30,1,4
15057,113,98.2,100,2021-09-30,1,5
15058,98,96.7,89,2021-09-30,3,5
15059,96,97.7,63,2021-10-03,2,5
15060,90,97.8,57,2021-10-03,4,5
15061,100,98.5,82,2021-10-03,2,5
15062,98,98.1,101,2021-10-03,5,5
15063,111,100.0,48,2021-10-03,3,5
15064,81,98.0,34,2021-10-03,5,5
15065,107,99.2,59,2021-10-03,1,5
15066,113,99.2,81,2021-10-04,2,5
15067,85,97.3,87,2021-10-04,1,3
15068,95,97.1,47,2021-10-04,4,5
15069,92,97.8,60,2021-10-04,4,5
15070,99,98.2,89,2021-10-04,1,5
15071,108,98.7,61,2021-10-04,1,5
15072,99,97.6,106,2021-10-04,2,5
15073,103,98.6,125,2021-10-04,2,5
15074,101,97.5,102,2021-10-04,1,4
15075,105,97.8,112,2021-10-04,2,5
15076,111,98.9,88,2021-10-04,3,5
15077,91,96.0,69,2021-10-04,5,5
15078,113,97.6,71,2021-10-04,3,5
15079,112,98.2,171,2021-10-04,1,3
15080,96,98.1,56,2021-10-06,2,5
15081,100,97.5,47,2021-10-06,2,5
15082,91,97.2,53,2021-10-06,1,5
15083,97,97.5,113,2021-10-06,1,4
15084,99,98.4,66,2021-10-06,2,4
15085,103,98.8,55,2021-10-06,1,5
15086,102,97.8,68,2021-10-06,1,3
15087,111,99.0,103,2021-10-06,1,5
15088,101,98.2,126,2021-10-06,1,5
15089,108,97.8,128,2021-10-06,1,4
15090,103,98.5,111,2021-10-06,1,5
15091,94,97.7,61,2021-10-06,2,5
15092,96,98.5,43,2021-10-06,1,5
15093,100,98.7,37,2021-10-06,1,5
15094,96,96.8,76,2021-10-06,1,5
15095,106,98.9,83,2021-10-07,1,4
15096,94,96.8,71,2021-10-07,2,5
